id	start	end	gene	dist
ENSMUST00000204778.2	149	1225	Skap2	1076
ENSMUST00000204916.2	135	5228	Adprhl1	5093
ENSMUST00000204927.1	79	1473	D6Ertd527e	1394
ENSMUST00000204947.2	261	1382	Etnk1	1121
ENSMUST00000204949.2	212	1147	Vmn1r41	935
ENSMUST00000204981.1	23	649	Clec2f	626
ENSMUST00000205002.2	14	1147	Ndufa9	1133
ENSMUST00000205276.1	346	4140	Emsy	3794
ENSMUST00000205359.1	31	849	Fam71e1	818
ENSMUST00000205405.1	170	2656	Sox6	2486
ENSMUST00000205432.2	1	2943	Fbrs	2942
ENSMUST00000205437.2	415	768	Cdiptos	353
ENSMUST00000205501.1	84	647	Gm30191	563
ENSMUST00000205568.1	108	1589	Maz	1481
ENSMUST00000205639.2	57	1871	Tmem145	1814
ENSMUST00000205641.1	1	311	Hamp2	310
ENSMUST00000205671.1	9	2039	Zfp626	2030
ENSMUST00000205694.1	118	3123	Rnf40	3005
ENSMUST00000205733.1	288	2558	Sh2b1	2270
ENSMUST00000205791.1	1	633	Olfr396-ps1	632
ENSMUST00000205815.1	187	867	Ube2s	680
ENSMUST00000205871.1	146	826	Rabac1	680
ENSMUST00000205931.1	80	979	Gm36028	899
ENSMUST00000205977.1	113	838	Bcl7c	725
ENSMUST00000206048.1	405	1790	Csnk1g1	1385
ENSMUST00000206065.1	1	304	Gm45213	303
ENSMUST00000206092.1	171	1250	Hapln3	1079
ENSMUST00000206129.2	509	1123	Gm42372	614
ENSMUST00000206277.1	188	5074	Trpm1	4886
ENSMUST00000206324.2	448	1395	Olfr465-ps1	947
ENSMUST00000206325.1	54	1697	Cd19	1643
ENSMUST00000206389.1	303	1118	Aqp11	815
ENSMUST00000206410.2	62	1003	Olfr165	941
ENSMUST00000206428.1	23	949	Olfr187	926
ENSMUST00000206435.1	94	3447	Gucy2d	3353
ENSMUST00000206450.1	35	715	Cdipt	680
ENSMUST00000206520.2	613	1545	Olfr1508	932
ENSMUST00000206529.1	164	2335	4930433I11Rik	2171
ENSMUST00000206577.1	164	3454	Atxn2l	3290
ENSMUST00000206581.1	1	1602	Uri1	1601
ENSMUST00000206647.1	1	966	Olfr284	965
ENSMUST00000206658.1	163	1026	Kctd14	863
ENSMUST00000206705.2	94	1152	Erfl	1058
ENSMUST00000206720.1	162	2903	Cbl	2741
ENSMUST00000206832.1	123	2702	Hnrnpul1	2579
ENSMUST00000206928.1	61	1002	Gp6	941
ENSMUST00000206960.1	105	2063	Zfp109	1958
ENSMUST00000206968.1	33	813	Ino80e	780
ENSMUST00000207038.1	1	4854	Nhsl1	4853
ENSMUST00000207050.1	104	673	Gm44973	569
ENSMUST00000207107.1	44	8905	Zzef1	8861
ENSMUST00000207143.1	88	1512	Dhcr7	1424
ENSMUST00000207169.1	27	965	Olfr1310	938
ENSMUST00000207173.2	184	1671	Gm3854	1487
ENSMUST00000207186.3	138	1076	Olfr1434	938
ENSMUST00000207208.2	57	1007	Olfr1493-ps1	950
ENSMUST00000207228.2	92	1030	Olfr1299	938
ENSMUST00000207283.2	164	1102	Olfr1295	938
ENSMUST00000207296.1	103	798	Tmem147	695
ENSMUST00000207320.1	37	2223	Gm15262	2186
ENSMUST00000207359.1	124	997	A26c2	873
ENSMUST00000207405.1	201	1151	Dnajb13	950
ENSMUST00000207432.1	1	3840	Camsap3	3839
ENSMUST00000207477.1	318	6077	Myo16	5759
ENSMUST00000207484.1	359	2341	Picalm	1982
ENSMUST00000207505.1	1	6297	Gm19410	6296
ENSMUST00000207569.1	296	13468	Unc13b	13172
ENSMUST00000207669.1	1	696	Gm35060	695
ENSMUST00000207676.1	16	4233	Espn	4217
ENSMUST00000207679.2	198	1163	Olfr1555-ps1	965
ENSMUST00000207684.1	166	1239	Gdf1	1073
ENSMUST00000207710.2	264	1304	Olfr1432	1040
ENSMUST00000207714.1	28	534	Ppp1r14a	506
ENSMUST00000207750.1	227	8611	Akap13	8384
ENSMUST00000207754.1	177	2123	Cfap99	1946
ENSMUST00000207775.1	7	6108	Myh14	6101
ENSMUST00000207792.1	211	1140	Tnfsf13b	929
ENSMUST00000207826.1	1	3339	Zfp654	3338
ENSMUST00000207854.1	200	3391	Ttc34	3191
ENSMUST00000207856.1	187	753	Gm29797	566
ENSMUST00000207874.1	57	677	Pgpep1l	620
ENSMUST00000207881.1	205	1110	Gm4513	905
ENSMUST00000207885.2	2	964	Olfr1309	962
ENSMUST00000207887.2	99	1760	Gp2	1661
ENSMUST00000207895.1	62	889	Htatip2	827
ENSMUST00000207913.1	1	705	Ccdc194	704
ENSMUST00000207943.1	135	689	Gm45015	554
ENSMUST00000207962.1	275	1991	Gm45194	1716
ENSMUST00000207982.1	1	424	Tyrobp	423
ENSMUST00000207983.1	47	1111	Homer2	1064
ENSMUST00000207987.2	72	1151	Olfr1480	1079
ENSMUST00000208002.1	168	4205	Pnpla6	4037
ENSMUST00000208013.1	187	969	Fam168a	782
ENSMUST00000208039.1	28	1035	Gm4756	1007
ENSMUST00000208130.1	135	5459	Frmpd3	5324
ENSMUST00000208134.1	205	1110	Gm4565	905
ENSMUST00000208156.1	152	1030	Gm45208	878
ENSMUST00000208183.2	318	4865	Map3k19	4547
ENSMUST00000208190.1	83	1243	Nap1l4	1160
ENSMUST00000208216.1	82	2187	Dcst2	2105
ENSMUST00000208222.1	252	1730	Sesn3	1478
ENSMUST00000208247.2	147	2738	Adam9	2591
ENSMUST00000208253.1	28	2433	Med25	2405
ENSMUST00000208296.1	1	954	Olfr485	953
ENSMUST00000208311.2	17	5890	Dmbt1	5873
ENSMUST00000208334.1	4	942	Olfr1294	938
ENSMUST00000208394.1	1	1236	Gprc5b	1235
ENSMUST00000208398.2	329	1288	Olfr1438-ps1	959
ENSMUST00000208418.1	1164	2462	Fam81b	1298
ENSMUST00000208441.1	105	374	Cox7a1	269
ENSMUST00000208510.2	70	507	Gm21885	437
ENSMUST00000208536.2	5	943	Olfr1311	938
ENSMUST00000208570.1	1	693	Zfp580	692
ENSMUST00000208577.1	1	4179	Frmpd2	4178
ENSMUST00000208602.1	221	7234	Qrich2	7013
ENSMUST00000208634.1	1	1731	Epn1	1730
ENSMUST00000208654.1	1	945	Olfr1315-ps1	944
ENSMUST00000208663.1	1	25437	Muc16	25436
ENSMUST00000208668.1	1	1272	Gm5737	1271
ENSMUST00000208710.1	142	1287	Ckm	1145
ENSMUST00000208732.1	1	1687	Fam161a	1686
ENSMUST00000208758.1	164	5461	Ankrd31	5297
ENSMUST00000208788.1	706	861	Smim38	155
ENSMUST00000208833.2	113	5107	Gm35339	4994
ENSMUST00000208854.1	70	6300	Spef2	6230
ENSMUST00000208921.3	1	8091	Cdcp3	8090
ENSMUST00000208948.1	1	2862	Ect2l	2861
ENSMUST00000208955.1	266	8683	Gm9195	8417
ENSMUST00000208994.1	76	879	4933424G06Rik	803
ENSMUST00000209025.1	26	976	Olfr706	950
ENSMUST00000209032.1	35	817	Spcs2	782
ENSMUST00000209079.1	195	1418	Irgm2	1223
ENSMUST00000209099.1	44	1471	U2af2	1427
ENSMUST00000209107.3	1	2577	Nrg1	2576
ENSMUST00000209201.1	1	477	Olfr587-ps1	476
ENSMUST00000209208.1	173	331	Gm19935	158
ENSMUST00000209244.1	1	12750	Pkhd1l1	12749
ENSMUST00000209248.1	1658	2425	Rnf223	767
ENSMUST00000209255.1	562	2943	Stim1	2381
ENSMUST00000209256.1	226	2385	Ptpre	2159
ENSMUST00000209338.1	20	1318	Aadat	1298
ENSMUST00000209346.1	1	1680	Rasgef1b	1679
ENSMUST00000209368.1	1377	1961	Il18bp	584
ENSMUST00000209382.2	666	2828	Csnka2ip	2162
ENSMUST00000209398.1	285	3260	Cd163l1	2975
ENSMUST00000209409.2	239	1234	Olfr685	995
ENSMUST00000209467.1	113	1453	Gm45713	1340
ENSMUST00000209500.1	55	1206	Rassf7	1151
ENSMUST00000209528.2	100	1047	Olfr65	947
ENSMUST00000209537.1	109	2946	Pde2a	2837
ENSMUST00000209558.1	249	467	A730009L09Rik	218
ENSMUST00000209599.1	1	660	Gm29735	659
ENSMUST00000209607.1	1	564	Cnih3	563
ENSMUST00000209617.1	203	4555	Lmtk3	4352
ENSMUST00000209623.1	121	1209	Znrd1as	1088
ENSMUST00000209634.1	60	1817	Slc17a7	1757
ENSMUST00000209656.1	78	1961	Nek5	1883
ENSMUST00000209669.1	665	6436	Gm45861	5771
ENSMUST00000209670.3	247	1179	Olfr472	932
ENSMUST00000209675.1	83	1024	Olfr374	941
ENSMUST00000209690.1	93	377	Gm45785	284
ENSMUST00000209692.1	219	833	Tex29	614
ENSMUST00000209718.1	11	274	Gm20219	263
ENSMUST00000209732.1	137	937	Mob2	800
ENSMUST00000209743.1	58	1002	Olfr494	944
ENSMUST00000209750.1	1	3204	Hdac9	3203
ENSMUST00000209757.2	1	966	Olfr638	965
ENSMUST00000209765.1	1060	1314	Brd3os	254
ENSMUST00000209829.1	1	2475	Begain	2474
ENSMUST00000209846.1	1	1266	Hrh2	1265
ENSMUST00000209859.1	79	972	Tmem241	893
ENSMUST00000209862.1	1	519	Gm11634	518
ENSMUST00000209890.1	1	660	Gm45618	659
ENSMUST00000209913.1	69	1166	Fbxo25	1097
ENSMUST00000209914.1	1	959	Olfr663	958
ENSMUST00000209952.1	107	1066	Olfr566	959
ENSMUST00000209963.1	93	2501	Aldh16a1	2408
ENSMUST00000209971.1	1	237	Gm40193	236
ENSMUST00000209978.1	1	462	Urah	461
ENSMUST00000209984.1	245	1330	Ldha	1085
ENSMUST00000210039.2	186	2279	Ccdc114	2093
ENSMUST00000210052.1	88	1803	Gm35315	1715
ENSMUST00000210064.3	335	1279	Olfr548-ps1	944
ENSMUST00000210086.1	74	415	Pth2	341
ENSMUST00000210113.2	63	1016	Olfr675	953
ENSMUST00000210114.2	1	945	Olfr490	944
ENSMUST00000210129.1	524	2137	Tti2	1613
ENSMUST00000210156.1	356	658	Gm34066	302
ENSMUST00000210166.1	267	2078	Klhl2	1811
ENSMUST00000210197.1	4	834	Flt3l	830
ENSMUST00000210219.1	1	4227	Cr2	4226
ENSMUST00000210246.1	560	2110	Irx5	1550
ENSMUST00000210274.1	316	2304	Glb1l3	1988
ENSMUST00000210275.1	1	1776	Gm17655	1775
ENSMUST00000210277.1	100	1071	Bpnt1	971
ENSMUST00000210290.1	1	963	Gm10153	962
ENSMUST00000210309.1	144	4274	Usp47	4130
ENSMUST00000210314.1	28	1506	Rnh1	1478
ENSMUST00000210325.1	105	2108	Zfp873	2003
ENSMUST00000210331.1	210	668	Pfn5	458
ENSMUST00000210333.1	2420	2833	Gm45844	413
ENSMUST00000210381.1	64	2964	Gm4924	2900
ENSMUST00000210390.1	33	854	Exosc6	821
ENSMUST00000210412.1	10	1875	Lrrc29	1865
ENSMUST00000210422.1	61	1155	Pdlim3	1094
ENSMUST00000210433.1	255	5069	Gm32742	4814
ENSMUST00000210453.2	59	1003	Olfr560	944
ENSMUST00000210490.2	2505	2666	Igip	161
ENSMUST00000210529.1	31	297	Gm11213	266
ENSMUST00000210537.1	63	854	Gm45337	791
ENSMUST00000210548.1	318	956	Gm17949	638
ENSMUST00000210558.1	17	1045	Fam169b	1028
ENSMUST00000210559.1	204	1724	Zscan4-ps3	1520
ENSMUST00000210564.2	136	735	Chmp1b	599
ENSMUST00000210571.1	1	894	Olfr573-ps1	893
ENSMUST00000210579.1	135	671	Lnp1	536
ENSMUST00000210642.1	311	1420	Fcgrt	1109
ENSMUST00000210662.1	133	651	Mrpl23	518
ENSMUST00000210663.1	60	749	Gm36210	689
ENSMUST00000210676.1	917	3094	Gab1	2177
ENSMUST00000210682.1	188	5638	Nup98	5450
ENSMUST00000210701.1	1	789	Gm45808	788
ENSMUST00000210705.1	1	114	Gm37419	113
ENSMUST00000210707.1	1	6774	Svil	6773
ENSMUST00000210714.1	1	3756	Gm39566	3755
ENSMUST00000210720.1	41	1969	Cylc1	1928
ENSMUST00000210722.2	49	537	Tmem274	488
ENSMUST00000210744.1	537	848	Gm45623	311
ENSMUST00000210754.1	124	1242	Sult2b1	1118
ENSMUST00000210758.1	111	776	Tm2d2	665
ENSMUST00000210774.1	74	1864	Ebf3	1790
ENSMUST00000210861.1	131	2377	Slc6a21	2246
ENSMUST00000210877.1	141	365	Gm45783	224
ENSMUST00000210881.1	36	1001	Olfr484	965
ENSMUST00000210925.1	51	905	Gm4553	854
ENSMUST00000210963.2	58	1011	Olfr671	953
ENSMUST00000210990.1	292	1284	Olfr495	992
ENSMUST00000211023.1	1	594	Gm45261	593
ENSMUST00000211088.1	9	713	Pvrig	704
ENSMUST00000211096.1	254	499	Gm33543	245
ENSMUST00000211116.1	57	257	1700018G05Rik	200
ENSMUST00000211129.1	23	481	Gm45717	458
ENSMUST00000211179.1	284	1213	Sirt3	929
ENSMUST00000211245.1	1	552	Gm13539	551
ENSMUST00000211247.1	206	6400	Pcm1	6194
ENSMUST00000211288.2	199	1032	Gm6657	833
ENSMUST00000211300.1	6	245	Tmem238l	239
ENSMUST00000211330.1	136	510	Ifitm6	374
ENSMUST00000211339.1	80	676	Gm45521	596
ENSMUST00000211350.1	1	699	Gm39115	698
ENSMUST00000211393.1	1	992	Plpbp	991
ENSMUST00000211496.1	20	1144	Glrx3	1124
ENSMUST00000211537.1	9	1736	Deaf1	1727
ENSMUST00000211582.1	206	1159	Olfr291	953
ENSMUST00000211590.1	8	354	Bet1l	346
ENSMUST00000211591.1	1	735	Gm40460	734
ENSMUST00000211596.1	1	921	Olfr664	920
ENSMUST00000211623.1	82	1209	Eid3	1127
ENSMUST00000211649.1	613	3378	Slc8a2	2765
ENSMUST00000211654.1	24	1172	Taldo1	1148
ENSMUST00000211672.1	531	4358	Nek1	3827
ENSMUST00000211674.1	341	1513	Kcnj11	1172
ENSMUST00000211688.1	1	2193	Ddhd2	2192
ENSMUST00000211710.1	121	1743	Gm45871	1622
ENSMUST00000211733.1	229	5532	2900026A02Rik	5303
ENSMUST00000211738.1	19	2907	Gm28710	2888
ENSMUST00000211740.1	1	942	Sult2a7	941
ENSMUST00000211765.1	95	1474	Nucb1	1379
ENSMUST00000211770.1	342	2243	Arntl	1901
ENSMUST00000211848.1	1	796	Gm31371	795
ENSMUST00000211861.1	74	4234	Kif16b	4160
ENSMUST00000211875.1	46	591	Mup22	545
ENSMUST00000211878.1	1	2541	Efr3a	2540
ENSMUST00000211882.1	341	3124	Stox2	2783
ENSMUST00000211894.1	70	1485	Chst4	1415
ENSMUST00000211896.1	1	5256	Btbd8	5255
ENSMUST00000211903.1	130	2622	Cdh16	2492
ENSMUST00000211930.1	55	297	Mt3	242
ENSMUST00000211939.1	39	1358	Polr2c	1319
ENSMUST00000212026.2	124	399	Gm36368	275
ENSMUST00000212051.1	324	2504	Cracr2a	2180
ENSMUST00000212054.1	121	885	Tmem269	764
ENSMUST00000212058.1	1	1287	Nmur1	1286
ENSMUST00000212080.1	63	1028	Tmem156	965
ENSMUST00000212086.1	61	1806	Kcnn1	1745
ENSMUST00000212114.1	1	786	Gm37797	785
ENSMUST00000212127.2	492	1430	Olfr839-ps1	938
ENSMUST00000212161.1	86	559	Spata33	473
ENSMUST00000212171.1	93	974	Nat1	881
ENSMUST00000212175.1	162	1853	Cdkn2aip	1691
ENSMUST00000212197.1	33	308	Gm5485	275
ENSMUST00000212212.1	1	924	Rnf212	923
ENSMUST00000212226.1	21	236	Gm45826	215
ENSMUST00000212287.1	239	17665	Gm11639	17426
ENSMUST00000212291.1	101	499	Mt1	398
ENSMUST00000212308.1	16	1968	Mau2	1952
ENSMUST00000212320.1	185	994	Rfxank	809
ENSMUST00000212355.1	1	2202	Zfp853	2201
ENSMUST00000212375.1	21	860	Tnip3	839
ENSMUST00000212394.1	1	2574	Iqca	2573
ENSMUST00000212436.1	197	4501	Iqcn	4304
ENSMUST00000212480.1	108	3002	Sez6l	2894
ENSMUST00000212482.1	68	1006	Olfr837	938
ENSMUST00000212506.1	1	2967	Rab3gap1	2966
ENSMUST00000212520.1	440	4030	Capn15	3590
ENSMUST00000212633.1	120	1415	Crhr2	1295
ENSMUST00000212681.1	120	1445	Zfp930	1325
ENSMUST00000212725.1	52	1452	Fbxw27	1400
ENSMUST00000212754.1	285	2303	Zfp612	2018
ENSMUST00000212756.1	1	5247	Cdc42bpa	5246
ENSMUST00000212767.3	203	1132	Olfr868	929
ENSMUST00000212792.1	101	955	Reep1	854
ENSMUST00000212796.1	21	679	Rpl18a	658
ENSMUST00000212798.1	252	2933	Mroh3	2681
ENSMUST00000212806.1	94	324	Mt2	230
ENSMUST00000212819.2	1	3189	Pxn	3188
ENSMUST00000212844.1	247	876	Gm3045	629
ENSMUST00000212864.1	71	1072	Gm10358	1001
ENSMUST00000212902.1	1	9516	Cfap54	9515
ENSMUST00000212960.1	611	4480	Psd3	3869
ENSMUST00000212966.1	59	925	Pabpn1l	866
ENSMUST00000213013.1	1	11580	Trrap	11579
ENSMUST00000213019.1	1	4194	Carmil2	4193
ENSMUST00000213024.2	138	1109	Olfr869	971
ENSMUST00000213058.1	1	11163	Alms1	11162
ENSMUST00000213088.1	1	3336	Axdnd1	3335
ENSMUST00000213103.2	181	1125	Olfr1130	944
ENSMUST00000213115.2	344	1312	Olfr1183	968
ENSMUST00000213154.1	1	6105	Cep164	6104
ENSMUST00000213185.1	135	1076	Olfr1080	941
ENSMUST00000213236.1	705	1643	Olfr789	938
ENSMUST00000213268.1	1	1353	Slc37a4	1352
ENSMUST00000213347.1	316	2544	Slc6a16	2228
ENSMUST00000213348.1	228	1190	Olfr1174	962
ENSMUST00000213373.1	1	2328	Ampd3	2327
ENSMUST00000213382.1	105	3419	Ano8	3314
ENSMUST00000213471.1	395	1384	Olfr76	989
ENSMUST00000213474.2	124	1062	Olfr1025-ps1	938
ENSMUST00000213496.1	624	1556	Olfr1034	932
ENSMUST00000213524.2	1	9930	Celsr3	9929
ENSMUST00000213528.1	126	755	Tpd52l1	629
ENSMUST00000213546.2	165	1115	Olfr608	950
ENSMUST00000213603.1	206	2941	Ilf3	2735
ENSMUST00000213731.1	234	1193	Olfr239	959
ENSMUST00000213738.1	1	566	Gm49318	565
ENSMUST00000213789.2	132	1073	Olfr1065	941
ENSMUST00000213826.1	1	267	Gm49373	266
ENSMUST00000213865.1	173	1105	Olfr1033	932
ENSMUST00000213866.1	204	1202	Sparc	998
ENSMUST00000213887.1	1	1839	Gdpd5	1838
ENSMUST00000213891.1	34	663	Ccdc153	629
ENSMUST00000213900.1	51	1016	Olfr1490	965
ENSMUST00000213960.1	84	1487	Chrna5	1403
ENSMUST00000213994.2	177	1106	Olfr1506	929
ENSMUST00000214041.1	5	1927	Slfn3	1922
ENSMUST00000214052.1	106	1041	Olfr27	935
ENSMUST00000214056.1	1	3654	Plekhg4	3653
ENSMUST00000214098.1	48	2036	Gramd1c	1988
ENSMUST00000214133.1	1	339	Gm49661	338
ENSMUST00000214207.1	43	1005	Olfr1175	962
ENSMUST00000214274.1	66	1013	Olfr1477	947
ENSMUST00000214281.1	671	1627	Olfr157	956
ENSMUST00000214304.1	1119	2075	Olfr1251	956
ENSMUST00000214317.1	92	1027	Olfr1089	935
ENSMUST00000214337.1	1	510	Cfap97d2	509
ENSMUST00000214347.1	26	1009	Olfr607	983
ENSMUST00000214357.1	251	4576	Igsf9b	4325
ENSMUST00000214374.1	1	15186	Ryr1	15185
ENSMUST00000214399.3	1	897	Olfr682-ps1	896
ENSMUST00000214466.1	69	281	Fxyd2	212
ENSMUST00000214470.1	83	2431	Plcd1	2348
ENSMUST00000214476.1	85	381	Cd24a	296
ENSMUST00000214485.2	186	1124	Olfr391	938
ENSMUST00000214704.1	81	1049	Olfr106-ps	968
ENSMUST00000214723.1	38	973	Olfr1140	935
ENSMUST00000214828.1	17	2551	Ttc13	2534
ENSMUST00000214870.1	50	973	Olfr1245	923
ENSMUST00000214888.1	326	1285	Olfr55	959
ENSMUST00000214889.1	415	5343	Ccdc7a	4928
ENSMUST00000214922.2	380	1327	Olfr1338	947
ENSMUST00000215007.1	124	423	Higd1a	299
ENSMUST00000215093.1	684	3200	Syt14	2516
ENSMUST00000215112.2	256	1185	Olfr58	929
ENSMUST00000215122.1	73	1005	Olfr910	932
ENSMUST00000215160.1	205	1128	Olfr1458	923
ENSMUST00000215219.1	360	1286	Olfr896-ps1	926
ENSMUST00000215245.3	103	1083	Olfr1293-ps	980
ENSMUST00000215288.1	176	2158	Proser3	1982
ENSMUST00000215291.1	536	572	Gm49385	36
ENSMUST00000215295.1	419	26818	Syne1	26399
ENSMUST00000215311.1	20	7945	Atr	7925
ENSMUST00000215312.2	263	1210	Olfr1328	947
ENSMUST00000215362.1	67	1011	Olfr1240	944
ENSMUST00000215375.2	1	790	Foxr1	789
ENSMUST00000215398.1	897	1865	Olfr104-ps	968
ENSMUST00000215474.1	191	1816	Siae	1625
ENSMUST00000215518.1	139	1056	Olfr105-ps	917
ENSMUST00000215588.1	1	13938	Fat1	13937
ENSMUST00000215600.1	206	1147	Olfr1082	941
ENSMUST00000215619.1	360	860	Cdkn2d	500
ENSMUST00000215694.1	142	1062	Odf3l1	920
ENSMUST00000215716.1	1	2205	Zranb1	2204
ENSMUST00000215784.1	215	7849	Tln2	7634
ENSMUST00000215833.1	32	322	Ss18l2	290
ENSMUST00000215836.1	325	6837	Arfgef3	6512
ENSMUST00000215847.1	1	3519	Prdm10	3518
ENSMUST00000215906.1	21	791	Tspan3	770
ENSMUST00000215990.2	212	1900	Gask1a	1688
ENSMUST00000216011.1	1	1680	Ate1	1679
ENSMUST00000216072.1	62	1138	Cxcr6	1076
ENSMUST00000216117.1	72	1019	Olfr141	947
ENSMUST00000216129.1	56	979	Olfr1248	923
ENSMUST00000216138.1	45	449	Cck	404
ENSMUST00000216180.1	509	1435	OR5BS1P	926
ENSMUST00000216181.1	127	1065	Olfr113	938
ENSMUST00000216211.1	89	769	H60c	680
ENSMUST00000216224.1	154	2289	Usp44	2135
ENSMUST00000216241.1	259	1626	Mfsd13b	1367
ENSMUST00000216306.1	1	1285	Poc1a	1284
ENSMUST00000216329.1	158	862	Senp8	704
ENSMUST00000216364.3	176	1162	Olfr1116	986
ENSMUST00000216396.2	86	1069	Olfr1118	983
ENSMUST00000216508.1	66	1577	Hinfp	1511
ENSMUST00000216534.1	1	942	Olfr228	941
ENSMUST00000216692.1	18	1526	Gm49337	1508
ENSMUST00000216713.1	202	1161	Olfr1177-ps	959
ENSMUST00000216851.1	20	961	Olfr1084	941
ENSMUST00000216868.1	305	1252	Olfr695	947
ENSMUST00000217011.1	1	102	Gm49353	101
ENSMUST00000217092.1	58	1908	Zbtb44	1850
ENSMUST00000217105.1	1	1737	4930563M21Rik	1736
ENSMUST00000217113.1	240	1163	Olfr153	923
ENSMUST00000217157.1	158	2956	Actn4	2798
ENSMUST00000217160.2	129	1061	Olfr912	932
ENSMUST00000217198.1	158	1594	Olfm2	1436
ENSMUST00000217203.1	98	769	Gm3776	671
ENSMUST00000217278.1	319	786	Rnf122	467
ENSMUST00000217308.2	283	13950	Fat3	13667
ENSMUST00000217336.1	48	6383	Dock6	6335
ENSMUST00000217342.1	820	1755	Olfr1223	935
ENSMUST00000217359.1	21	2267	Gm38431	2246
ENSMUST00000217371.1	204	2645	Igdcc3	2441
ENSMUST00000217484.1	130	1284	Idh3a	1154
ENSMUST00000217518.1	113	1252	Hmg20a	1139
ENSMUST00000217546.1	1	852	Olfr271-ps1	851
ENSMUST00000217570.1	77	1567	Adpgk	1490
ENSMUST00000217616.2	1	993	Olfr498	992
ENSMUST00000217646.1	1	1526	Ankdd1a	1525
ENSMUST00000217661.1	53	15013	4932415D10Rik	14960
ENSMUST00000217776.1	14	490	Myl6	476
ENSMUST00000217827.1	99	1088	Olfr692	989
ENSMUST00000217841.1	26	829	Reep3	803
ENSMUST00000217851.1	164	5836	Baz2a	5672
ENSMUST00000217854.1	249	4022	Ppfia2	3773
ENSMUST00000217887.1	265	1320	Tmem19	1055
ENSMUST00000217946.1	377	1510	Alx1	1133
ENSMUST00000218020.1	37	2121	C1s2	2084
ENSMUST00000218023.1	69	944	Gm5136	875
ENSMUST00000218045.1	360	962	Hes3	602
ENSMUST00000218055.1	261	1994	Zup1	1733
ENSMUST00000218133.1	1	843	Gm18596	842
ENSMUST00000218147.1	14	238	Sptssa	224
ENSMUST00000218154.1	25	1011	Olfr1366	986
ENSMUST00000218163.1	207	3509	Fmnl1	3302
ENSMUST00000218184.1	291	974	Izumo4	683
ENSMUST00000218221.1	1	447	Rps12	446
ENSMUST00000218237.1	45	1031	Olfr809	986
ENSMUST00000218276.1	228	4643	Ptprk	4415
ENSMUST00000218290.1	170	3592	Itga7	3422
ENSMUST00000218311.1	147	1040	Rnf212b	893
ENSMUST00000218329.1	1	2409	Gm9046	2408
ENSMUST00000218443.1	45	650	Gm3285	605
ENSMUST00000218553.1	28	6885	Ptprb	6857
ENSMUST00000218618.1	166	1137	Olfr592	971
ENSMUST00000218621.1	348	2051	Esr2	1703
ENSMUST00000218645.1	1	642	Nkain2	641
ENSMUST00000218675.1	44	1006	Olfr108	962
ENSMUST00000218749.1	4	480	Gm36176	476
ENSMUST00000218802.1	1	1254	Gm49358	1253
ENSMUST00000218837.1	38	979	Olfr170	941
ENSMUST00000218842.1	161	814	Thap2	653
ENSMUST00000218843.1	53	706	Krtap10-10	653
ENSMUST00000218901.1	74	1042	Olfr790	968
ENSMUST00000218922.1	19	888	Gm4303	869
ENSMUST00000218939.1	174	905	Gm3055	731
ENSMUST00000219033.1	391	2928	Adamts4	2537
ENSMUST00000219038.1	1	1033	Icosl	1032
ENSMUST00000219094.1	83	1090	Olfr1335	1007
ENSMUST00000219109.1	203	1585	Rab3ip	1382
ENSMUST00000219110.1	1	210	Gm6993	209
ENSMUST00000219140.2	1	4194	Mia2	4193
ENSMUST00000219147.1	1	2409	Gm32717	2408
ENSMUST00000219159.1	19	888	Gm4305	869
ENSMUST00000219238.1	31	3597	Arid5b	3566
ENSMUST00000219263.1	208	3297	Ppp1r12a	3089
ENSMUST00000219315.1	442	2361	Eya4	1919
ENSMUST00000219368.1	114	1955	Txnrd1	1841
ENSMUST00000219412.1	67	1020	Olfr1496	953
ENSMUST00000219445.1	317	1624	Rassf9	1307
ENSMUST00000219454.1	1	1314	Tle7	1313
ENSMUST00000219511.1	153	2099	Arhgap9	1946
ENSMUST00000219534.2	32	862	Tnfrsf14	830
ENSMUST00000219565.1	1	2409	Gm32802	2408
ENSMUST00000219577.1	351	3524	Herc4	3173
ENSMUST00000219631.1	89	1087	Olfr1324	998
ENSMUST00000219696.1	81	1088	Gm49339	1007
ENSMUST00000219760.1	1	2409	Gm9045	2408
ENSMUST00000219798.1	79	1032	Olfr923	953
ENSMUST00000219826.1	91	1986	Nt5c1b	1895
ENSMUST00000219877.1	189	1130	Gm12248	941
ENSMUST00000219915.1	102	2150	Hbs1l	2048
ENSMUST00000219969.1	1	834	Gm9736	833
ENSMUST00000219979.1	51	506	Gm867	455
ENSMUST00000220032.1	387	2798	Prdm4	2411
ENSMUST00000220062.1	1	723	Gm49918	722
ENSMUST00000220084.1	1	693	Gm9508	692
ENSMUST00000220085.1	122	832	Glipr1l3	710
ENSMUST00000220088.1	121	2354	Man1a	2233
ENSMUST00000220156.1	440	1798	Septin10	1358
ENSMUST00000220191.1	1	189	Gm12216	188
ENSMUST00000220238.1	404	1375	Susd6	971
ENSMUST00000220268.1	107	1054	Olfr844	947
ENSMUST00000220287.1	58	2307	BC024063	2249
ENSMUST00000220311.1	258	5315	Itsn2	5057
ENSMUST00000220314.1	74	1876	Gm32687	1802
ENSMUST00000220377.1	81	3026	Usp15	2945
ENSMUST00000220409.1	67	660	Csrp2	593
